סמל_ישוב,שם_ישוב,סמל_נפה,נפה,קוד_לשכת_מנא,לשכת_מנא,קוד_מועצה_אזורית,מועצה_אזורית,סהכ,גיל_0_5,גיל_6_18,גיל_19_45,גיל_46_55,גיל_56_64,גיל_65_פלוס
3797      ,מודיעין עילית            ,74        ,ראמאללה                  ,11        ,ירושלים                  ,0         ,                         ,79680     ,18137     ,32596     ,24401     ,2873      ,830       ,843
3822      ,רחלים                    ,          ,                         ,          ,                         ,          ,                         ,891       ,229       ,337       ,302       ,18        ,1         ,4
3823      ,גני מודיעין              ,          ,                         ,          ,                         ,          ,                         ,3479      ,461       ,1144      ,1268      ,254       ,172       ,180
3824      ,עמיחי                    ,          ,                         ,          ,                         ,          ,                         ,228       ,44        ,112       ,58        ,14        ,0         ,0
3825      ,מבואות יריחו             ,          ,                         ,          ,                         ,          ,                         ,57        ,20        ,22        ,13        ,0         ,1         ,1
4000      ,חיפה                     ,31        ,חיפה                     ,31        ,חיפה                     ,0         ,                         ,324387    ,22597     ,47843     ,106785    ,38263     ,33071     ,75828
4001      ,בוקעאתא                  ,29        ,גולן                     ,21        ,צפת                      ,0         ,                         ,6771      ,574       ,1559      ,2844      ,846       ,475       ,473
4002      ,אלי-עד                   ,29        ,גולן                     ,22        ,טבריה                    ,71        ,גולן                     ,489       ,77        ,109       ,181       ,39        ,26        ,57
4003      ,אל-רום                   ,29        ,גולן                     ,21        ,צפת                      ,71        ,גולן                     ,491       ,43        ,95        ,176       ,61        ,58        ,58
4004      ,כפר חרוב                 ,29        ,גולן                     ,22        ,טבריה                    ,71        ,גולן                     ,554       ,53        ,93        ,217       ,53        ,74        ,64
4005      ,חספין                    ,29        ,גולן                     ,22        ,טבריה                    ,71        ,גולן                     ,1486      ,197       ,506       ,522       ,104       ,72        ,85
4006      ,קשת                      ,29        ,גולן                     ,22        ,טבריה                    ,71        ,גולן                     ,811       ,119       ,279       ,275       ,42        ,52        ,44
4007      ,יונתן                    ,29        ,גולן                     ,22        ,טבריה                    ,71        ,גולן                     ,745       ,117       ,235       ,270       ,52        ,43        ,28
4008      ,מעלה גמלא                ,29        ,גולן                     ,22        ,טבריה                    ,71        ,גולן                     ,621       ,88        ,143       ,245       ,37        ,37        ,71
